TITLE,USER RATING,CRITCS RATING,YEAR,RT URL
The X-Files: I Want to Believe (The X Files 2),34,32,2008,http://www.rottentomatoes.com/m/x_files_2/
Girl 6,35,33,1996,http://www.rottentomatoes.com/m/girl_6/
Married to It,35,33,1993,http://www.rottentomatoes.com/m/married_to_it/
Space Chimps,36,34,2008,http://www.rottentomatoes.com/m/1195801-space_chimps/
Jennifer 8,37,35,1992,http://www.rottentomatoes.com/m/jennifer_8/
Iron Sky,38,36,2012,http://www.rottentomatoes.com/m/iron_sky/
Nine,39,37,2009,http://www.rottentomatoes.com/m/nine_2009/
Poison Ivy,39,37,1992,http://www.rottentomatoes.com/m/1039642-poison_ivy/
Clownhouse,42,40,1988,http://www.rottentomatoes.com/m/clownhouse/
Animal Farm,42,40,1999,http://www.rottentomatoes.com/m/1092004-animal_farm/
Heart of Darkness,42,40,1994,http://www.rottentomatoes.com/m/heart_of_darkness/
Dinner for Schmucks,45,43,2010,http://www.rottentomatoes.com/m/dinner_for_schmucks/
The Brown Bunny,45,43,2003,http://www.rottentomatoes.com/m/brown_bunny/
This Girls Life,45,43,2003,http://www.rottentomatoes.com/m/1139947-this_girls_life/
Dr. Dolittle,46,44,1998,http://www.rottentomatoes.com/m/dr_dolittle/
The Education of Charlie Banks,47,45,2007,http://www.rottentomatoes.com/m/education_of_charlie_banks/
52 Pick-Up,47,45,1986,http://www.rottentomatoes.com/m/52_pickup/
Stay Tuned,48,46,1992,http://www.rottentomatoes.com/m/stay_tuned/
Teen Wolf,49,47,1985,http://www.rottentomatoes.com/m/teen_wolf/
Hollywood Ending,49,47,2002,http://www.rottentomatoes.com/m/hollywood_ending/
Bachelor Party,52,50,1984,http://www.rottentomatoes.com/m/1001526-bachelor_party/
Going the Distance,54,52,2010,http://www.rottentomatoes.com/m/10012042-going_the_distance/
Funny Games,54,52,2007,http://www.rottentomatoes.com/m/1175174-funny_games/
The Faculty,55,53,1998,http://www.rottentomatoes.com/m/faculty/
Sukiyaki Western Django,57,55,2007,http://www.rottentomatoes.com/m/sukiyaki_western_django/
How to Make an American Quilt,57,55,1995,http://www.rottentomatoes.com/m/how_to_make_an_american_quilt/
The Soloist,58,56,2008,http://www.rottentomatoes.com/m/soloist/
Ned Kelly,58,56,2004,http://www.rottentomatoes.com/m/1131148-ned_kelly/
Bill & Teds Bogus Journey,59,57,1991,http://www.rottentomatoes.com/m/bill_and_teds_bogus_journey/
Resurrecting the Champ,60,58,2007,http://www.rottentomatoes.com/m/resurrecting_the_champ/
Late For Dinner,60,58,1991,http://www.rottentomatoes.com/m/late_for_dinner/
Oz the Great and Powerful,61,59,2013,http://www.rottentomatoes.com/m/oz_the_great_and_powerful/
Hot Shots! Part Deux,61,59,1993,http://www.rottentomatoes.com/m/hot_shots_part_deux/
Serial Mom,62,60,1994,http://www.rottentomatoes.com/m/serial_mom/
White Palace,62,60,1990,http://www.rottentomatoes.com/m/white_palace/
Miracle on 34th Street,63,61,1994,http://www.rottentomatoes.com/m/1062206-miracle_on_34th_street/
American Pie,63,61,1999,http://www.rottentomatoes.com/m/american_pie/
Traitor,65,63,2008,http://www.rottentomatoes.com/m/traitor/
Jackie Chans Who Am I? (Wo shi shei) (Who Am I?),65,63,1998,http://www.rottentomatoes.com/m/who_am_i/
Clay Pigeons,65,63,1998,http://www.rottentomatoes.com/m/clay_pigeons/
Bride and Prejudice,66,64,2004,http://www.rottentomatoes.com/m/bride_and_prejudice/
The Jane Austen Book Club,67,65,2007,http://www.rottentomatoes.com/m/1175178-jane_austen_book_club/
Strike! (All I Wanna Do),69,67,1998,http://www.rottentomatoes.com/m/all_i_wanna_do/
The Incredibly True Adventures of Two Girls in Love,69,67,1995,http://www.rottentomatoes.com/m/incredibly_true_adventures_of_two_girls_in_love/
Lady in White,69,67,1988,http://www.rottentomatoes.com/m/lady_in_white/
Brighton Beach Memoirs,69,67,1986,http://www.rottentomatoes.com/m/brighton_beach_memoirs/
Revolutionary Road,70,68,2008,http://www.rottentomatoes.com/m/revolutionary_road/
Conviction,70,68,2010,http://www.rottentomatoes.com/m/conviction_2010/
The Wackness,71,69,2008,http://www.rottentomatoes.com/m/wackness/
Cats Dont Dance,71,69,1997,http://www.rottentomatoes.com/m/cats_dont_dance/
Lost in Yonkers,71,69,1993,http://www.rottentomatoes.com/m/lost_in_yonkers/
Men in Black III,72,70,2012,http://www.rottentomatoes.com/m/men_in_black_iii/
"Definitely, Maybe",72,70,2008,http://www.rottentomatoes.com/m/1174278-definitely_maybe/
Oranges And Sunshine,72,70,2011,http://www.rottentomatoes.com/m/oranges_and_sunshine/
Napoleon Dynamite,73,71,2004,http://www.rottentomatoes.com/m/napoleon_dynamite/
Mrs. Doubtfire,73,71,1993,http://www.rottentomatoes.com/m/mrs_doubtfire/
Return to Paradise,73,71,1998,http://www.rottentomatoes.com/m/1083688-return_to_paradise/
Theres Only One Jimmy Grimble,73,71,2000,http://www.rottentomatoes.com/m/theres-only-one-jimmy-grimble/
Inland Empire,74,72,2006,http://www.rottentomatoes.com/m/inland_empire/
High Art,74,72,1998,http://www.rottentomatoes.com/m/high_art/
Gangster No. 1,75,73,2000,http://www.rottentomatoes.com/m/gangster-no-1/
Stander,75,73,2003,http://www.rottentomatoes.com/m/stander/
Twelfth Night: Or What You Will,76,74,1996,http://www.rottentomatoes.com/m/twelfth-night/
Fletch,77,75,1985,http://www.rottentomatoes.com/m/fletch/
This Boys Life,77,75,1993,http://www.rottentomatoes.com/m/this_boys_life/
We Need to Talk About Kevin,78,76,2012,http://www.rottentomatoes.com/m/we_need_to_talk_about_kevin/
A League of Their Own,79,77,1992,http://www.rottentomatoes.com/m/league_of_their_own/
"Crazy, Stupid, Love.",80,78,2011,http://www.rottentomatoes.com/m/771203531/
God Bless Ozzy Osbourne,82,80,2010,http://www.rottentomatoes.com/m/god_bless_ozzy_osbourne/
Time Indefinite,82,80,1993,http://www.rottentomatoes.com/m/time_indefinite/
A Few Good Men,83,81,1992,http://www.rottentomatoes.com/m/few_good_men/
Lars and the Real Girl,83,81,2007,http://www.rottentomatoes.com/m/1175569-lars_and_the_real_girl/
Layer Cake,83,81,2004,http://www.rottentomatoes.com/m/layer_cake/
Me and You and Everyone We Know,83,81,2004,http://www.rottentomatoes.com/m/me_and_you_and_everyone_we_know/
Pitch Perfect,83,81,2012,http://www.rottentomatoes.com/m/pitch_perfect/
Scott Pilgrim vs. the World,83,81,2010,http://www.rottentomatoes.com/m/scott_pilgrims_vs_the_world/
Braveheart,83,81,1995,http://www.rottentomatoes.com/m/1065684-braveheart/
Jason Becker: Not Dead Yet,84,82,2012,http://www.rottentomatoes.com/m/jason_becker_not_dead_yet/
Waking Ned Devine,85,83,1998,http://www.rottentomatoes.com/m/waking_ned_devine/
George Washington,85,83,2000,http://www.rottentomatoes.com/m/1097991-george_washington/
Soldiers Girl,85,83,2003,http://www.rottentomatoes.com/m/soldiers_girl/
The Raid: Redemption,86,84,2012,http://www.rottentomatoes.com/m/the_raid_redemption/
The Sixth Sense,87,85,1999,http://www.rottentomatoes.com/m/sixth_sense/
Happiness,87,85,1998,http://www.rottentomatoes.com/m/1084175-happiness/
The Joy Luck Club,87,85,1993,http://www.rottentomatoes.com/m/joy_luck_club/
Europa (Zentropa),87,85,1991,http://www.rottentomatoes.com/m/zentropa/
Nowhere in Africa (Nirgendwo in Afrika),87,85,2001,http://www.rottentomatoes.com/m/nowhere-in-africa/
Wreck-it Ralph,88,86,2012,http://www.rottentomatoes.com/m/wreck_it_ralph/
American Beauty,90,88,1999,http://www.rottentomatoes.com/m/american_beauty/
Scent of a Woman,90,88,1992,http://www.rottentomatoes.com/m/1042193-scent_of_a_woman/
The Castle,90,88,1997,http://www.rottentomatoes.com/m/the-castle/
Indiana Jones and the Last Crusade,91,89,1989,http://www.rottentomatoes.com/m/indiana_jones_and_the_last_crusade/
Stand by Me,93,91,1986,http://www.rottentomatoes.com/m/1019794-stand_by_me/
The Dark Knight,96,94,2008,http://www.rottentomatoes.com/m/the_dark_knight/
Lay the Favorite,20,19,2012,http://www.rottentomatoes.com/m/lay_the_favorite/
The Scout,23,22,1994,http://www.rottentomatoes.com/m/scout/
Attack of the 50 Foot Woman,23,22,1993,http://www.rottentomatoes.com/m/1050445-attack_of_the_50_foot_woman/
Women in Trouble,27,26,2009,http://www.rottentomatoes.com/m/women_in_trouble/
Bel Ami,30,29,2012,http://www.rottentomatoes.com/m/bel_ami_2011/
Hollywood Homicide,31,30,2003,http://www.rottentomatoes.com/m/hollywood_homicide/
The Babysitters,34,33,2007,http://www.rottentomatoes.com/m/babysitters/
The Good German,34,33,2006,http://www.rottentomatoes.com/m/good_german/
Zandalee,34,33,1991,http://www.rottentomatoes.com/m/zandalee/
The Third Wheel,34,33,2002,http://www.rottentomatoes.com/m/third_wheel/
Ask the Dust,36,35,2006,http://www.rottentomatoes.com/m/ask_the_dust/
Coneheads,37,36,1993,http://www.rottentomatoes.com/m/coneheads/
The Ten,38,37,2007,http://www.rottentomatoes.com/m/10007947-ten/
Savage Grace,39,38,2007,http://www.rottentomatoes.com/m/savage_grace/
The Singing Detective,40,39,2003,http://www.rottentomatoes.com/m/singing_detective/
Lake Placid,40,39,1999,http://www.rottentomatoes.com/m/lake_placid/
Birth,40,39,2004,http://www.rottentomatoes.com/m/birth/
Mrs. Soffel,41,40,1984,http://www.rottentomatoes.com/m/1014352-mrs_soffel/
Batman Forever,42,41,1995,http://www.rottentomatoes.com/m/batman_forever/
Dr. Dolittle 2,43,42,2001,http://www.rottentomatoes.com/m/dr_dolittle_2/
Ironclad,44,43,2011,http://www.rottentomatoes.com/m/ironclad/
Cowboys & Aliens,45,44,2011,http://www.rottentomatoes.com/m/cowboys_and_aliens/
Hostel: Part II,45,44,2007,http://www.rottentomatoes.com/m/hostel_2/
A Turtles Tale: Sammys Adventures,45,44,2011,http://www.rottentomatoes.com/m/a_turtles_tale_sammys_adventures/
Holy Smoke!,45,44,1999,http://www.rottentomatoes.com/m/holy_smoke/
redacted,45,44,2007,http://www.rottentomatoes.com/m/10008755-redacted/
J. Edgar,45,44,2011,http://www.rottentomatoes.com/m/j_edgar/
Daredevil,46,45,2003,http://www.rottentomatoes.com/m/daredevil/
Small Soldiers,46,45,1998,http://www.rottentomatoes.com/m/small_soldiers/
Miami Vice,48,47,2006,http://www.rottentomatoes.com/m/miami_vice/
Nuns on the Run,48,47,1990,http://www.rottentomatoes.com/m/nuns_on_the_run/
Atlantis - The Lost Empire,50,49,2001,http://www.rottentomatoes.com/m/atlantis_the_lost_empire/
Vanity Fair,51,50,2004,http://www.rottentomatoes.com/m/vanity_fair/
Prime,51,50,2005,http://www.rottentomatoes.com/m/prime/
"House (Ding Dong, Youre Dead)",51,50,1986,http://www.rottentomatoes.com/m/1010012-house/
Forget Paris,51,50,1995,http://www.rottentomatoes.com/m/forget_paris/
Betrayed,51,50,1988,http://www.rottentomatoes.com/m/1002205-betrayed/
Shallow Hal,52,51,2001,http://www.rottentomatoes.com/m/shallow_hal/
Black Rain,53,52,1989,http://www.rottentomatoes.com/m/1002512-black_rain/
Puncture,54,53,2011,http://www.rottentomatoes.com/m/puncture/
Forever Young,54,53,1992,http://www.rottentomatoes.com/m/1041862-forever_young/
Fierce Creatures,54,53,1997,http://www.rottentomatoes.com/m/fierce_creatures/
Brotherhood,55,54,2011,http://www.rottentomatoes.com/m/brotherhood-2010/
Marie Antoinette,56,55,2006,http://www.rottentomatoes.com/m/1158195-marie_antoinette/
The Bourne Legacy,57,56,2012,http://www.rottentomatoes.com/m/the_bourne_legacy/
"For a Good Time, Call...",57,56,2012,http://www.rottentomatoes.com/m/for_a_good_time_call/
9,58,57,2009,http://www.rottentomatoes.com/m/1205483_nine/
The Nutcracker,58,57,1993,http://www.rottentomatoes.com/m/the-nutcracker1993/
The Assignment,59,58,1997,http://www.rottentomatoes.com/m/1079452-assignment/
The Hand That Rocks the Cradle,60,59,1992,http://www.rottentomatoes.com/m/hand_that_rocks_the_cradle/
Wrestling Ernest Hemingway,61,60,1993,http://www.rottentomatoes.com/m/wrestling_ernest_hemingway/
Gracie,61,60,2007,http://www.rottentomatoes.com/m/gracie/
Ladies in Lavender,64,63,2005,http://www.rottentomatoes.com/m/ladies_in_lavender/
SubUrbia,65,64,1997,http://www.rottentomatoes.com/m/1075781-suburbia/
The Forbidden Kingdom,65,64,2008,http://www.rottentomatoes.com/m/forbidden_kingdom/
Evita,65,64,1996,http://www.rottentomatoes.com/m/evita/
Scrooged,67,66,1988,http://www.rottentomatoes.com/m/scrooged/
Curse of the Golden Flower,67,66,2006,http://www.rottentomatoes.com/m/curse_of_the_golden_flower/
Miss Potter,67,66,2006,http://www.rottentomatoes.com/m/miss_potter/
The Long Kiss Goodnight,68,67,1996,http://www.rottentomatoes.com/m/long_kiss_goodnight/
Stir of Echoes,68,67,1999,http://www.rottentomatoes.com/m/stir_of_echoes/
Once Around,69,68,1991,http://www.rottentomatoes.com/m/once_around/
God Bless America,69,68,2012,http://www.rottentomatoes.com/m/god_bless_america_2011/
"Synecdoche, New York",70,69,2008,http://www.rottentomatoes.com/m/synecdoche_new_york/
Youve Got Mail,70,69,1998,http://www.rottentomatoes.com/m/youve_got_mail/
A Scanner Darkly,70,69,2006,http://www.rottentomatoes.com/m/scanner_darkly/
Horrible Bosses,71,70,2011,http://www.rottentomatoes.com/m/horrible_bosses/
Wanted,72,71,2008,http://www.rottentomatoes.com/m/1174279-wanted/
The Rundown (Welcome to the Jungle),72,71,2003,http://www.rottentomatoes.com/m/rundown/
My Best Friends Wedding,72,71,1997,http://www.rottentomatoes.com/m/my_best_friends_wedding/
Talladega Nights: The Ballad of Ricky Bobby,73,72,2006,http://www.rottentomatoes.com/m/talladega_nights_the_ballad_of_ricky_bobby/
The Matrix Reloaded,74,73,2003,http://www.rottentomatoes.com/m/matrix_reloaded/
Back to the Future Part III,74,73,1990,http://www.rottentomatoes.com/m/back_to_the_future_3/
The Mighty,76,75,1998,http://www.rottentomatoes.com/m/mighty/
Gangs of New York,76,75,2002,http://www.rottentomatoes.com/m/gangs_of_new_york/
Rocky Balboa,77,76,2006,http://www.rottentomatoes.com/m/rocky_balboa/
Transamerica,77,76,2005,http://www.rottentomatoes.com/m/transamerica/
The Sisterhood of the Traveling Pants,78,77,2005,http://www.rottentomatoes.com/m/sisterhood_of_the_traveling_pants/
Planet Terror (Grindhouse Presents: Robert Rodriguezs Planet Terror),78,77,2007,http://www.rottentomatoes.com/m/planet_terror/
Match Point,78,77,2005,http://www.rottentomatoes.com/m/match_point/
Team America - World Police,78,77,2004,http://www.rottentomatoes.com/m/team_america_world_police/
Michael Collins,78,77,1996,http://www.rottentomatoes.com/m/michael_collins/
"Hey, Boo: Harper Lee and To Kill a Mockingbird",78,77,2010,http://www.rottentomatoes.com/m/hey_boo_harper_lee_and_to_kill_a_mockingbird/
Brave,79,78,2012,http://www.rottentomatoes.com/m/brave_2012/
The Best Exotic Marigold Hotel,79,78,2012,http://www.rottentomatoes.com/m/the_best_exotic_marigold_hotel_2012/
Get Real,79,78,1998,http://www.rottentomatoes.com/m/get_real/
Trick,79,78,1999,http://www.rottentomatoes.com/m/trick/
Shi gan (Time),79,78,2007,http://www.rottentomatoes.com/m/shi-gan-time/
Bird,79,78,1988,http://www.rottentomatoes.com/m/bird/
Open Range,80,79,2003,http://www.rottentomatoes.com/m/open_range/
Orlando,80,79,1993,http://www.rottentomatoes.com/m/orlando/
The Butcher Boy,80,79,1997,http://www.rottentomatoes.com/m/butcher_boy/
Harry Potter and the Sorcerers Stone,81,80,2001,http://www.rottentomatoes.com/m/harry_potter_and_the_sorcerers_stone/
Brick,81,80,2006,http://www.rottentomatoes.com/m/brick/
Strings,81,80,2004,http://www.rottentomatoes.com/m/strings/
Mi Vida Loca (My Crazy Life),81,80,1993,http://www.rottentomatoes.com/m/mi_vida_loca_my_crazy_life/
The Hours,82,81,2002,http://www.rottentomatoes.com/m/hours/
X-Men,83,82,2000,http://www.rottentomatoes.com/m/xmen/
The Way,83,82,2011,http://www.rottentomatoes.com/m/the_way_2011/
The Legend of Drunken Master (Jui kuen II) (Drunken Fist II),83,82,1994,http://www.rottentomatoes.com/m/legend_of_drunken_master/
Tyrannosaur,84,83,2011,http://www.rottentomatoes.com/m/tyrannosaur/
Finding Neverland,84,83,2004,http://www.rottentomatoes.com/m/finding_neverland/
The Hurricane,84,83,1999,http://www.rottentomatoes.com/m/1093641-hurricane/
21 Jump Street,86,85,2012,http://www.rottentomatoes.com/m/21-jump-street-2011/
End of Watch,86,85,2012,http://www.rottentomatoes.com/m/end_of_watch/
This Is the End,86,85,2013,http://www.rottentomatoes.com/m/this_is_the_end/
The Girl with the Dragon Tattoo,87,86,2011,http://www.rottentomatoes.com/m/the_girl_with_the_dragon_tattoo/
Control,88,87,2007,http://www.rottentomatoes.com/m/control/
Almost Famous,89,88,2000,http://www.rottentomatoes.com/m/almost_famous/
Clerks,89,88,1994,http://www.rottentomatoes.com/m/clerks/
Memento,93,92,2000,http://www.rottentomatoes.com/m/memento/
Pulp Fiction,95,94,1994,http://www.rottentomatoes.com/m/pulp_fiction/
And Soon the Darkness,17,17,2010,http://www.rottentomatoes.com/m/and_soon_the_darkness_2010/
Man Trouble,17,17,1992,http://www.rottentomatoes.com/m/man_trouble/
Anamorph,26,26,2007,http://www.rottentomatoes.com/m/anamorph/
Troll,29,29,1985,http://www.rottentomatoes.com/m/troll/
Coming Soon,29,29,1999,http://www.rottentomatoes.com/m/1096783-coming_soon/
Operation Dumbo Drop,31,31,1995,http://www.rottentomatoes.com/m/operation_dumbo_drop/
Criminal Law,33,33,1989,http://www.rottentomatoes.com/m/criminal_law/
The Objective,33,33,2008,http://www.rottentomatoes.com/m/10010919-objective/
Star Kid,33,33,1998,http://www.rottentomatoes.com/m/star_kid/
In the Cut,34,34,2003,http://www.rottentomatoes.com/m/in_the_cut/
Cocoon: The Return,36,36,1988,http://www.rottentomatoes.com/m/cocoon_the_return/
Species,36,36,1995,http://www.rottentomatoes.com/m/species/
Beautiful Creatures,37,37,2001,http://www.rottentomatoes.com/m/beautiful_creatures/
The Big Year,40,40,2011,http://www.rottentomatoes.com/m/the_big_year/
Fortress,40,40,1993,http://www.rottentomatoes.com/m/1045715-fortress/
The Wendell Baker Story,40,40,2005,http://www.rottentomatoes.com/m/the-wendell-baker-story/
Johnny Suede,40,40,1992,http://www.rottentomatoes.com/m/johnny_suede/
Bogus,40,40,1996,http://www.rottentomatoes.com/m/bogus/
The Core,41,41,2003,http://www.rottentomatoes.com/m/core/
"3, 2, 1... Frankie Go Boom",41,41,2012,http://www.rottentomatoes.com/m/3_2_1_frankie_go_boom/
Pathology,43,43,2008,http://www.rottentomatoes.com/m/10008496-pathology/
Masquerade,43,43,1988,http://www.rottentomatoes.com/m/1013488-masquerade/
Delirious,44,44,1991,http://www.rottentomatoes.com/m/delirious/
Glorious 39,45,45,2009,http://www.rottentomatoes.com/m/glorious_39/
The Sweeney,46,46,2013,http://www.rottentomatoes.com/m/the_sweeney/
Maybe Baby,46,46,2000,http://www.rottentomatoes.com/m/maybe_baby/
Bullet to the Head,47,47,2013,http://www.rottentomatoes.com/m/bullet_to_the_head/
