repository_language,type,active_repos_by_url,events,year,quarter
Java,ForkEvent,20401,65114,2013,1
C#,IssuesEvent,2861,21296,2013,4
Haskell,ForkEvent,665,2668,2012,3
CoffeeScript,IssuesEvent,534,6824,2012,3
Julia,WatchEvent,219,1009,2013,4
Delphi,PushEvent,326,11192,2012,2
Erlang,WatchEvent,1355,5958,2013,1
Erlang,IssuesEvent,227,800,2013,3
LiveScript,PushEvent,149,1375,2013,3
Go,PushEvent,612,8658,2012,1
Groovy,WatchEvent,710,2007,2013,3
Scheme,PushEvent,968,7545,2013,3
Perl,ForkEvent,2626,5719,2013,2
Clojure,ForkEvent,233,1272,2012,1
Clojure,WatchEvent,523,6297,2012,1
Elixir,PushEvent,661,4866,2013,4
FORTRAN,PushEvent,711,7720,2013,4
VHDL,PushEvent,128,6990,2012,2
ASP,IssuesEvent,26,896,2013,4
PogoScript,PushEvent,14,58,2013,2
F#,WatchEvent,182,995,2013,1
Matlab,WatchEvent,533,1310,2013,4
Delphi,PushEvent,66,368,2013,4
D,WatchEvent,248,2623,2012,2
Coq,PushEvent,78,2432,2012,2
OCaml,ForkEvent,233,493,2013,3
OCaml,WatchEvent,313,1032,2012,4
Julia,WatchEvent,143,661,2013,2
XSLT,WatchEvent,245,740,2013,4
Scala,IssuesEvent,792,5090,2013,4
Arduino,WatchEvent,694,1526,2013,4
PowerShell,WatchEvent,203,795,2013,2
R,WatchEvent,380,1578,2012,4
R,IssuesEvent,151,2660,2012,2
ColdFusion,IssuesEvent,53,330,2013,4
JavaScript,CreateEvent,99,286,2012,2
Elixir,ForkEvent,44,174,2013,2
Racket,WatchEvent,183,515,2013,3
Assembly,IssuesEvent,41,376,2013,1
Visual Basic,IssuesEvent,60,382,2013,1
Haxe,ForkEvent,142,438,2013,2
Logtalk,PushEvent,4,153,2012,3
Groovy,ForkEvent,756,1589,2013,4
Logos,WatchEvent,106,188,2013,2
ColdFusion,ForkEvent,119,236,2012,4
Io,PushEvent,37,896,2012,2
Gosu,PushEvent,30,160,2012,4
Scheme,IssuesEvent,44,145,2013,2
Arduino,WatchEvent,484,922,2013,2
Puppet,IssuesEvent,348,1003,2013,3
LiveScript,WatchEvent,79,661,2013,4
Smalltalk,WatchEvent,38,77,2013,1
Ada,WatchEvent,24,39,2013,4
Elixir,WatchEvent,37,193,2012,4
Awk,WatchEvent,25,106,2013,4
Scilab,WatchEvent,11,27,2013,3
XQuery,ForkEvent,3,9,2012,1
Kotlin,ForkEvent,11,17,2013,4
Objective-J,WatchEvent,43,175,2012,4
Racket,ForkEvent,60,116,2012,4
Nemerle,PushEvent,30,382,2013,1
Pike,PushEvent,13,201,2013,4
AutoHotkey,WatchEvent,55,249,2012,3
Prolog,IssuesEvent,41,248,2013,2
Agda,WatchEvent,6,14,2013,4
Java,CreateEvent,107,108,2013,1
Ceylon,PushEvent,11,68,2012,4
Mirah,PushEvent,1,3,2012,1
Delphi,ForkEvent,50,179,2012,3
Apex,ForkEvent,79,170,2013,1
Bluespec,WatchEvent,2,4,2014,1
OpenEdge ABL,WatchEvent,36,91,2013,3
Nemerle,ForkEvent,4,29,2012,3
AutoHotkey,IssuesEvent,8,28,2012,4
Scilab,WatchEvent,3,9,2012,1
Gosu,IssuesEvent,15,20,2013,3
AppleScript,CreateEvent,1,1,2014,3
MoonScript,WatchEvent,10,19,2013,3
Factor,PushEvent,8,96,2012,1
Standard ML,IssuesEvent,10,51,2013,2
Mirah,ForkEvent,2,2,2013,4
Nu,ForkEvent,3,15,2012,3
Common Lisp,CreateEvent,2,6,2012,3
R,CreateEvent,20,20,2013,3
Io,IssuesEvent,4,14,2013,1
Factor,WatchEvent,14,36,2013,1
DCPU-16 ASM,IssuesEvent,4,53,2013,2
AutoIt,WatchEvent,5,10,2013,4
Nu,IssuesEvent,2,5,2013,2
Slash,WatchEvent,7,16,2013,4
Logos,CreateEvent,2,3,2013,3
Ecl,WatchEvent,2,2,2014,1
Self,WatchEvent,1,3,2012,3
Common Lisp,CreateEvent,1,1,2013,2
SystemVerilog,ForkEvent,6,7,2014,2
Nu,ForkEvent,2,3,2013,3
Arduino,CreateEvent,1,3,2012,1
OCaml,CreateEvent,1,4,2012,3
Turing,IssuesEvent,1,1,2013,1
Pike,ForkEvent,1,2,2013,4
Haxe,CreateEvent,1,1,2014,1
Objective-C,PushEvent,36471,250289,2014,3
Java,WatchEvent,40822,251797,2014,3
Perl,IssuesEvent,1616,6272,2014,3
Haskell,PushEvent,7863,65736,2014,2
R,PushEvent,32731,141558,2014,2
C#,ForkEvent,8515,25341,2014,2
ActionScript,PushEvent,1997,21229,2014,2
C#,IssuesEvent,3843,26031,2014,2
Python,ForkEvent,36874,105965,2014,4
PHP,PushEvent,138771,1391467,2014,4
Rust,WatchEvent,1183,13443,2014,4
Erlang,PushEvent,2961,26327,2014,4
Pure Data,WatchEvent,68,113,2014,4
Visual Basic,WatchEvent,403,1537,2014,4
Haskell,ForkEvent,1451,3001,2014,4
Rust,WatchEvent,51,69,2015,1
DM,IssuesEvent,3,10,2015,1
PigLatin,IssuesEvent,1,7,2015,1
Scheme,ForkEvent,4,4,2015,1
Objective-C++,WatchEvent,145,2128,2014,3
Lasso,WatchEvent,18,35,2014,3
Elixir,WatchEvent,416,3421,2014,3
Arduino,WatchEvent,1036,2161,2014,3
Max,IssuesEvent,21,207,2014,3
Elm,WatchEvent,52,231,2014,3
Ada,PushEvent,135,1255,2014,4
TypeScript,ForkEvent,603,2360,2014,4
GAP,PushEvent,89,1298,2014,4
Scilab,PushEvent,91,528,2014,4
LSL,PushEvent,36,389,2014,4
LabVIEW,IssuesEvent,24,253,2014,4
Eiffel,IssuesEvent,8,255,2014,3
GDScript,WatchEvent,6,15,2014,4
SuperCollider,PushEvent,291,1089,2014,4
Objective-C,CreateEvent,142,143,2014,4
MoonScript,WatchEvent,22,91,2014,3
J,ForkEvent,4,5,2014,4
Component Pascal,PushEvent,25,476,2014,3
Parrot,IssuesEvent,4,29,2014,4
Perl6,ForkEvent,40,68,2014,4
Grace,PushEvent,1,18,2014,4
Gosu,WatchEvent,79,267,2014,3
XML,ForkEvent,20,29,2014,4
Tcl,IssuesEvent,26,179,2014,3
Augeas,PushEvent,17,111,2014,4
Ada,ForkEvent,22,23,2014,4
DCPU-16 ASM,PushEvent,2,10,2014,3
Idris,IssuesEvent,4,5,2014,3
Augeas,WatchEvent,21,44,2014,3
Scheme,CreateEvent,4,4,2014,3
Verilog,PushEvent,523,5395,2014,2
Groovy,IssuesEvent,555,2634,2014,2
AutoHotkey,WatchEvent,161,399,2014,2
Eiffel,PushEvent,135,2307,2014,2
Ada,IssuesEvent,6,33,2014,2
PowerShell,ForkEvent,313,761,2014,2
Elixir,WatchEvent,292,1894,2014,2
Racket,ForkEvent,110,244,2014,2
Lasso,PushEvent,92,669,2014,2
EmberScript,IssuesEvent,3,7,2014,4
AspectJ,ForkEvent,6,9,2014,3
Fantom,IssuesEvent,1,1,2014,4
Xtend,ForkEvent,17,21,2014,2
wisp,PushEvent,8,89,2014,2
Common Lisp,IssuesEvent,4,6,2015,1
Objective-J,IssuesEvent,1,1,2015,1
nesC,ForkEvent,1,1,2015,1
BitBake,PushEvent,9,14,2015,1
Nemerle,WatchEvent,2,2,2015,1
Factor,WatchEvent,1,1,2015,1
Scilab,ForkEvent,1,1,2015,1
AutoHotkey,IssuesEvent,1,1,2015,1
XML,PushEvent,4,15,2014,4
Go,CreateEvent,10,10,2014,4
Augeas,WatchEvent,5,15,2014,4
Fantom,WatchEvent,2,3,2014,4
Alloy,WatchEvent,4,5,2014,4
LiveScript,ForkEvent,55,143,2014,2
LabVIEW,ForkEvent,15,17,2014,3
Haxe,CreateEvent,1,1,2014,3
M,CreateEvent,3,3,2014,4
Clojure,CreateEvent,4,4,2014,3
PogoScript,WatchEvent,3,3,2014,3
PowerShell,CreateEvent,5,5,2014,3
Hack,ForkEvent,3,3,2014,4
UnrealScript,IssuesEvent,4,32,2014,2
Ecl,WatchEvent,1,1,2014,4
Pan,ForkEvent,2,3,2014,2
Python,WatchEvent,40122,221727,2014,1
Shell,IssuesEvent,2855,13876,2014,1
Bluespec,PushEvent,4,617,2014,1
ActionScript,ForkEvent,776,1949,2014,1
Dylan,PushEvent,55,523,2014,1
Prolog,ForkEvent,74,133,2014,1
Forth,ForkEvent,20,21,2014,1
Lasso,ForkEvent,15,270,2014,1
Objective-J,WatchEvent,69,181,2014,1
Nimrod,ForkEvent,32,77,2014,1
Scilab,ForkEvent,27,35,2014,1
AutoIt,ForkEvent,29,94,2014,1
AutoHotkey,WatchEvent,131,336,2014,1
Clean,ForkEvent,12,15,2014,1
COBOL,IssuesEvent,4,38,2014,2
Standard ML,IssuesEvent,14,76,2014,1
PHP,PushEvent,42745,1235762,2012,2
Java,PushEvent,92279,938284,2013,1
Racket,PushEvent,204,8268,2012,2
Objective-C,IssuesEvent,1179,16936,2012,2
C++,PushEvent,44172,549233,2013,3
JavaScript,WatchEvent,60012,570130,2013,3
C,WatchEvent,16217,89098,2013,3
Ruby,ForkEvent,15909,109154,2012,3
CSS,PushEvent,95491,929489,2013,4
Assembly,ForkEvent,95,1645,2012,2
Python,PushEvent,16803,316980,2012,1
C++,WatchEvent,7265,63432,2012,3
VimL,ForkEvent,1884,7007,2013,3
Tcl,PushEvent,290,1964,2013,2
Shell,ForkEvent,4031,11650,2012,4
Matlab,ForkEvent,110,253,2012,3
Clojure,PushEvent,3669,26671,2013,1
C,ForkEvent,14949,52760,2013,3
Matlab,PushEvent,2338,24689,2013,3
TypeScript,PushEvent,1785,19418,2013,4
C#,IssuesEvent,2361,17065,2013,2
Perl,ForkEvent,3004,6588,2013,3
Dart,PushEvent,280,5278,2012,3
Perl,WatchEvent,3540,11170,2013,4
Prolog,WatchEvent,177,610,2013,4
Prolog,IssuesEvent,47,233,2013,3
Groovy,ForkEvent,376,2562,2012,2
Common Lisp,PushEvent,897,11595,2012,3
Delphi,PushEvent,367,8256,2012,3
Eiffel,PushEvent,82,1004,2013,4
Lua,IssuesEvent,339,2633,2013,1
Dart,WatchEvent,386,2921,2013,4
Dart,ForkEvent,246,557,2013,2
AutoHotkey,WatchEvent,36,209,2012,2
HaXe,PushEvent,345,3682,2012,4
VHDL,PushEvent,197,2055,2012,4
Xtend,PushEvent,37,310,2013,2
Julia,WatchEvent,21,547,2012,3
Assembly,ForkEvent,215,532,2013,4
Smalltalk,IssuesEvent,22,136,2013,2
Go,IssuesEvent,447,2081,2013,1
Arduino,IssuesEvent,66,212,2013,1
CSS,CreateEvent,595,613,2013,4
Lua,ForkEvent,614,2548,2012,3
Assembly,ForkEvent,166,392,2013,1
Kotlin,WatchEvent,16,67,2013,1
Puppet,WatchEvent,428,2086,2012,3
Ada,PushEvent,89,535,2012,4
Dylan,PushEvent,29,498,2012,2
ABAP,WatchEvent,3,8,2013,2
Apex,PushEvent,184,1155,2013,2
Powershell,IssuesEvent,8,102,2012,1
Ecl,PushEvent,19,105,2013,4
FORTRAN,IssuesEvent,57,268,2013,4
ooc,PushEvent,33,788,2012,2
Processing,WatchEvent,174,750,2013,2
Arc,PushEvent,15,114,2012,4
F#,IssuesEvent,26,222,2012,4
XQuery,IssuesEvent,11,333,2012,2
Visual Basic,PushEvent,112,1200,2012,1
Common Lisp,IssuesEvent,89,512,2012,2
PowerShell,WatchEvent,250,952,2013,3
Coq,WatchEvent,34,130,2013,2
LiveScript,PushEvent,42,275,2013,1
Elixir,IssuesEvent,50,467,2013,3
Logtalk,PushEvent,4,214,2013,2
Arduino,CreateEvent,26,26,2013,4
FORTRAN,IssuesEvent,22,271,2012,2
OpenEdge ABL,ForkEvent,3,9,2012,1
Dylan,ForkEvent,7,30,2012,2
Fancy,PushEvent,7,61,2012,4
Assembly,ForkEvent,196,507,2013,3
xBase,WatchEvent,11,11,2014,2
Io,PushEvent,32,268,2013,1
Prolog,WatchEvent,46,171,2012,2
Parrot,IssuesEvent,4,21,2013,3
Racket,IssuesEvent,48,153,2013,3
ooc,ForkEvent,7,18,2012,2
Visual Basic,ForkEvent,86,123,2012,4
Oxygene,WatchEvent,28,53,2013,4
Rust,ForkEvent,42,316,2012,2
Self,ForkEvent,2,4,2013,3
Common Lisp,CreateEvent,2,9,2012,1
Prolog,ForkEvent,76,153,2013,2
Tcl,WatchEvent,67,120,2013,1
Nimrod,PushEvent,4,108,2012,1
Apex,ForkEvent,61,132,2013,2
Scheme,IssuesEvent,18,119,2012,3
AppleScript,WatchEvent,9,13,2012,3
Xtend,WatchEvent,14,43,2013,3
ANTLR,ForkEvent,4,4,2014,2
Volt,WatchEvent,4,4,2014,2
Self,ForkEvent,7,16,2014,1
DCPU-16 ASM,IssuesEvent,1,1,2014,1
Max,IssuesEvent,2,2,2013,2
Xtend,WatchEvent,14,28,2013,2
Coq,IssuesEvent,5,55,2012,3
Eiffel,IssuesEvent,6,123,2013,4
Pure Data,IssuesEvent,4,8,2012,3
Pike,WatchEvent,3,3,2013,2
Assembly,CreateEvent,2,2,2014,2
Lasso,WatchEvent,18,76,2013,4
Nemerle,ForkEvent,14,52,2013,3
Brightscript,WatchEvent,3,11,2013,4
Oxygene,IssuesEvent,15,31,2013,4
Smalltalk,ForkEvent,19,33,2012,4
Self,ForkEvent,1,2,2014,2
Factor,ForkEvent,3,29,2012,2
Dylan,WatchEvent,6,9,2013,2
Racket,CreateEvent,3,3,2013,3
HaXe,IssuesEvent,19,39,2013,4
Clojure,CreateEvent,8,8,2013,3
Awk,IssuesEvent,4,17,2013,3
ooc,WatchEvent,3,9,2012,1
Idris,WatchEvent,6,26,2013,4
Ragel in Ruby Host,IssuesEvent,1,10,2013,2
Haskell,CreateEvent,19,19,2013,2
Scilab,IssuesEvent,4,23,2012,2
ooc,IssuesEvent,3,3,2013,2
Groovy,CreateEvent,3,8,2012,3
Matlab,CreateEvent,8,8,2013,2
Fancy,IssuesEvent,1,1,2014,1
Harbour,WatchEvent,1,1,2014,2
AutoIt,ForkEvent,4,5,2013,4
Fancy,WatchEvent,1,8,2013,1
Fancy,ForkEvent,1,3,2012,2
Eiffel,IssuesEvent,2,6,2012,4
Objective-C++,CreateEvent,2,2,2014,2
Bro,IssuesEvent,1,1,2013,1
F#,CreateEvent,1,1,2013,2
Max,ForkEvent,3,3,2013,2
Visual Basic,CreateEvent,1,1,2014,2
Bluespec,IssuesEvent,1,2,2014,1
C,PushEvent,64597,660729,2014,3
PHP,ForkEvent,26284,75172,2014,3
Shell,PushEvent,53967,463574,2014,2
CSS,IssuesEvent,7006,39397,2014,2
Clojure,PushEvent,5765,43278,2014,2
LiveScript,PushEvent,291,4471,2014,2
Smalltalk,PushEvent,170,3034,2014,2
Ruby,IssuesEvent,11998,62025,2014,4
Haskell,PushEvent,8789,75858,2014,4
Rust,ForkEvent,784,3279,2014,4
Agda,PushEvent,113,946,2014,4
Julia,PushEvent,1433,15264,2014,4
OpenEdge ABL,PushEvent,263,3837,2014,4
R,WatchEvent,2646,8362,2014,4
Logos,IssuesEvent,42,113,2014,4
PHP,CreateEvent,154,155,2014,4
XSLT,ForkEvent,368,1404,2014,4
Elixir,WatchEvent,475,3526,2014,4
AppleScript,WatchEvent,270,815,2014,4
Go,WatchEvent,335,560,2015,1
Rust,ForkEvent,22,30,2015,1
Puppet,ForkEvent,4,4,2015,1
Cuda,ForkEvent,3,3,2015,1
LiveScript,PushEvent,5,10,2015,1
Go,IssuesEvent,2188,12327,2014,3
Pascal,PushEvent,1030,12195,2014,3
FORTRAN,PushEvent,1097,11794,2014,3
CoffeeScript,IssuesEvent,2258,12503,2014,3
Io,PushEvent,72,439,2014,3
VHDL,IssuesEvent,23,89,2014,3
OpenEdge ABL,WatchEvent,65,424,2014,3
PAWN,WatchEvent,15,37,2014,4
Ceylon,IssuesEvent,6,71,2014,4
Stata,WatchEvent,48,910,2014,4
Pan,IssuesEvent,5,22,2014,3
Gosu,IssuesEvent,35,453,2014,3
CoffeeScript,CreateEvent,16,16,2014,3
Arc,PushEvent,18,145,2014,3
PHP,CreateEvent,195,196,2014,3
OCaml,IssuesEvent,220,1221,2014,3
DM,WatchEvent,69,194,2014,4
SuperCollider,WatchEvent,35,60,2014,3
Mathematica,IssuesEvent,32,121,2014,4
Vala,ForkEvent,83,202,2014,3
ActionScript,CreateEvent,1,1,2014,4
NetLogo,ForkEvent,7,9,2014,4
Zephir,WatchEvent,12,38,2014,4
PureScript,IssuesEvent,43,83,2014,3
Augeas,ForkEvent,7,27,2014,4
Rebol,IssuesEvent,5,23,2014,4
Nemerle,IssuesEvent,6,16,2014,3
Alloy,WatchEvent,24,26,2014,3
Groovy,ForkEvent,950,2147,2014,2
Objective-J,IssuesEvent,9,251,2014,2
Io,PushEvent,35,158,2014,2
Stata,PushEvent,77,694,2014,2
F#,ForkEvent,191,514,2014,2
xBase,IssuesEvent,4,178,2014,2
Bluespec,WatchEvent,3,10,2014,4
Harbour,PushEvent,4,45,2014,4
Self,ForkEvent,2,3,2014,4
AutoIt,PushEvent,158,1230,2014,2
VCL,PushEvent,14,37,2014,2
Brightscript,ForkEvent,10,32,2014,2
PHP,CreateEvent,147,148,2014,2
Vala,WatchEvent,7,7,2015,1
Nimrod,PushEvent,8,22,2015,1
Standard ML,PushEvent,4,8,2015,1
PureScript,IssuesEvent,1,1,2015,1
SQL,ForkEvent,1,1,2015,1
Vala,ForkEvent,3,4,2015,1
OpenSCAD,ForkEvent,1,1,2015,1
PAWN,PushEvent,4,6,2015,1
Bison,ForkEvent,1,1,2015,1
Max,ForkEvent,39,49,2014,3
PureScript,WatchEvent,35,107,2014,2
Red,IssuesEvent,1,32,2014,4
OpenSCAD,ForkEvent,12,15,2014,3
XProc,WatchEvent,7,9,2014,3
Inform 7,ForkEvent,2,34,2014,2
NetLogo,ForkEvent,14,14,2014,3
Verilog,CreateEvent,2,2,2014,4
AGS Script,CreateEvent,1,1,2014,4
FLUX,WatchEvent,11,16,2014,2
PureBasic,WatchEvent,1,1,2014,4
Component Pascal,ForkEvent,15,15,2014,3
Julia,PushEvent,1102,12301,2014,1
Scala,ForkEvent,1926,6395,2014,1
TypeScript,ForkEvent,689,4002,2014,1
Elixir,PushEvent,753,5289,2014,1
Clojure,ForkEvent,1224,4025,2014,1
ActionScript,PushEvent,2130,19030,2014,1
TeX,WatchEvent,910,4343,2014,1
DM,IssuesEvent,22,1242,2014,1
Max,PushEvent,216,1812,2014,1
Logtalk,PushEvent,6,343,2014,1
XQuery,ForkEvent,33,53,2014,1
Coq,PushEvent,133,1970,2014,1
ColdFusion,IssuesEvent,57,433,2014,1
Ada,ForkEvent,40,53,2014,1
Rust,ForkEvent,200,734,2014,1
Parrot,WatchEvent,24,37,2014,1
J,ForkEvent,15,15,2014,1
Clean,WatchEvent,14,42,2014,1
RobotFramework,ForkEvent,3,3,2014,1
MoonScript,WatchEvent,25,68,2014,1
Ioke,WatchEvent,25,26,2014,1
Ioke,ForkEvent,13,13,2014,1
Eiffel,WatchEvent,41,77,2014,1
TXL,ForkEvent,2,2,2014,1
Ruby,PushEvent,76900,1600014,2012,2
Shell,PushEvent,33012,298165,2013,2
Java,IssuesEvent,5997,47868,2012,4
JavaScript,PushEvent,84893,2342847,2012,2
Shell,WatchEvent,8039,41886,2013,3
JavaScript,WatchEvent,53526,495716,2013,1
C#,PushEvent,13607,226726,2012,3
C,PushEvent,45136,492198,2013,2
Perl,PushEvent,11263,82032,2012,4
Ruby,WatchEvent,30255,180795,2013,4
HaXe,PushEvent,335,8332,2012,3
Elixir,ForkEvent,16,62,2013,1
PowerShell,PushEvent,1129,8516,2013,4
Delphi,PushEvent,467,5355,2012,4
Matlab,WatchEvent,379,860,2013,3
Visual Basic,PushEvent,808,5449,2013,1
Objective-C,ForkEvent,8111,32017,2013,2
Perl,ForkEvent,1969,9738,2012,3
Lua,IssuesEvent,464,3235,2013,3
Erlang,IssuesEvent,183,1253,2012,3
Vala,PushEvent,162,1703,2013,2
Smalltalk,PushEvent,120,1769,2013,1
Tcl,PushEvent,38,732,2012,1
Emacs Lisp,IssuesEvent,192,2050,2012,2
Groovy,IssuesEvent,359,1588,2013,3
Lua,WatchEvent,1472,4482,2013,2
Tcl,IssuesEvent,17,49,2013,2
Rust,IssuesEvent,17,1689,2012,3
Smalltalk,PushEvent,121,1243,2013,4
Verilog,PushEvent,443,5129,2013,4
PowerShell,PushEvent,343,4920,2012,2
Julia,IssuesEvent,32,558,2012,4
Lua,IssuesEvent,491,3163,2013,4
DM,IssuesEvent,8,231,2013,4
ActionScript,IssuesEvent,166,3197,2012,2
OCaml,IssuesEvent,155,821,2013,3
OpenEdge ABL,WatchEvent,42,104,2013,2
Scheme,WatchEvent,354,1073,2013,4
Nu,PushEvent,11,149,2013,2
Pascal,ForkEvent,90,211,2013,4
Verilog,WatchEvent,61,380,2012,2
Boo,ForkEvent,2,3,2013,2
OpenEdge ABL,PushEvent,84,1215,2012,4
Rust,WatchEvent,90,887,2013,1
Groovy,ForkEvent,436,1937,2012,3
Rust,ForkEvent,80,281,2013,1
Prolog,WatchEvent,159,493,2013,3
ColdFusion,IssuesEvent,67,386,2012,4
XProc,PushEvent,12,99,2013,4
Objective-J,IssuesEvent,8,239,2012,3
PowerShell,ForkEvent,112,214,2012,4
Dart,IssuesEvent,125,655,2013,3
Nemerle,IssuesEvent,16,76,2013,4
Common Lisp,IssuesEvent,123,350,2013,4
OCaml,IssuesEvent,26,228,2012,1
Augeas,PushEvent,12,97,2013,1
Haskell,ForkEvent,170,708,2012,1
Pure Data,IssuesEvent,6,29,2013,1
Rebol,PushEvent,23,167,2013,3
Ragel in Ruby Host,PushEvent,10,77,2013,3
Boo,PushEvent,17,298,2012,4
Nimrod,PushEvent,11,91,2012,4
Delphi,WatchEvent,134,258,2012,4
Arc,WatchEvent,15,104,2013,2
VHDL,ForkEvent,4,12,2012,1
AppleScript,IssuesEvent,17,36,2013,1
FORTRAN,IssuesEvent,55,377,2013,3
RobotFramework,IssuesEvent,2,2,2014,3
Tcl,ForkEvent,20,92,2012,2
Nimrod,ForkEvent,12,55,2013,4
Nemerle,WatchEvent,5,39,2012,1
DOT,ForkEvent,32,90,2013,3
Opa,PushEvent,10,108,2012,1
Augeas,PushEvent,18,100,2013,2
Boo,PushEvent,19,80,2013,3
Bro,WatchEvent,8,25,2012,3
F#,ForkEvent,14,69,2012,1
Max,PushEvent,2,60,2012,3
Dylan,IssuesEvent,7,46,2013,4
Mirah,PushEvent,7,25,2012,4
Ceylon,IssuesEvent,3,13,2013,2
FORTRAN,ForkEvent,66,121,2013,1
DCPU-16 ASM,ForkEvent,8,18,2012,3
Lasso,IssuesEvent,6,58,2013,3
Prolog,ForkEvent,42,56,2012,4
xBase,IssuesEvent,1,10,2013,4
M,CreateEvent,1,1,2014,3
Mirah,ForkEvent,1,3,2013,3
SuperCollider,IssuesEvent,1,9,2012,1
Scilab,ForkEvent,6,12,2012,3
Fantom,WatchEvent,1,6,2012,1
Scilab,IssuesEvent,6,7,2013,4
Arduino,CreateEvent,18,18,2013,3
Fancy,WatchEvent,1,6,2012,1
Pure Data,ForkEvent,18,27,2012,4
R,CreateEvent,1,3,2012,1
Assembly,CreateEvent,1,3,2012,2
ColdFusion,CreateEvent,1,1,2014,1
Logtalk,IssuesEvent,2,5,2012,4
Erlang,CreateEvent,1,1,2014,2
Eiffel,IssuesEvent,3,7,2012,3
Crystal,ForkEvent,1,2,2013,4
Bro,CreateEvent,1,1,2013,4
Augeas,IssuesEvent,2,10,2013,2
Dylan,ForkEvent,4,9,2013,2
Opa,WatchEvent,6,10,2013,2
XML,CreateEvent,3,3,2013,2
Lua,CreateEvent,1,3,2012,1
Racket,CreateEvent,1,1,2013,4
Ada,CreateEvent,1,1,2012,4
AppleScript,CreateEvent,1,1,2013,1
Factor,ForkEvent,1,2,2013,4
Fantom,WatchEvent,2,2,2012,4
LiveScript,CreateEvent,1,1,2013,2
C#,PushEvent,46052,424603,2014,3
Python,WatchEvent,44762,270224,2014,3
Python,IssuesEvent,15540,105575,2014,3
Emacs Lisp,PushEvent,7499,60038,2014,3
Java,ForkEvent,37687,143901,2014,3
Max,PushEvent,268,2149,2014,2
Perl,PushEvent,13969,115356,2014,2
Ruby,WatchEvent,34180,202115,2014,2
CoffeeScript,PushEvent,12138,99422,2014,2
Rust,PushEvent,4383,50757,2014,4
Perl,ForkEvent,3186,6781,2014,4
Elixir,IssuesEvent,142,730,2014,4
Julia,WatchEvent,546,2556,2014,4
Makefile,WatchEvent,375,1136,2014,4
OCaml,WatchEvent,796,6164,2014,4
Mercury,ForkEvent,18,54,2014,4
Logtalk,PushEvent,1,349,2014,4
VimL,IssuesEvent,883,3408,2014,4
LookML,PushEvent,22,281,2014,4
C,PushEvent,1479,3603,2015,1
Ruby,PushEvent,1612,4270,2015,1
Go,IssuesEvent,32,42,2015,1
SourcePawn,PushEvent,8,18,2015,1
Logos,PushEvent,8,14,2015,1
Emacs Lisp,IssuesEvent,11,14,2015,1
C,IssuesEvent,5162,31112,2014,3
Common Lisp,WatchEvent,778,2690,2014,3
Game Maker Language,PushEvent,269,3244,2014,3
Xtend,PushEvent,110,2133,2014,3
Scilab,PushEvent,54,339,2014,3
Scheme,ForkEvent,379,937,2014,4
AGS Script,ForkEvent,67,405,2014,4
F#,WatchEvent,439,2116,2014,4
Assembly,IssuesEvent,113,727,2014,4
SystemVerilog,PushEvent,52,465,2014,3
Swift,CreateEvent,172,176,2014,4
SourcePawn,ForkEvent,66,129,2014,3
Grammatical Framework,PushEvent,10,308,2014,4
Forth,WatchEvent,14,20,2014,4
Brightscript,WatchEvent,20,52,2014,4
Game Maker Language,WatchEvent,28,153,2014,4
Bison,ForkEvent,7,186,2014,4
Eiffel,WatchEvent,15,18,2014,4
Brightscript,PushEvent,38,244,2014,4
VHDL,ForkEvent,97,166,2014,3
Delphi,ForkEvent,37,43,2014,3
Fancy,WatchEvent,1,10,2014,4
Golo,WatchEvent,1,2,2014,4
Inform 7,WatchEvent,27,39,2014,3
Arc,IssuesEvent,3,3,2014,4
Ragel in Ruby Host,WatchEvent,3,10,2014,3
Scala,ForkEvent,2135,7284,2014,2
Perl,WatchEvent,3732,12488,2014,2
Frege,PushEvent,18,122,2014,2
BlitzBasic,IssuesEvent,14,62,2014,2
Pascal,WatchEvent,259,622,2014,2
wisp,IssuesEvent,2,7,2014,2
FORTRAN,WatchEvent,176,356,2014,2
Cuda,PushEvent,5,10,2015,1
PowerShell,ForkEvent,4,4,2015,1
Pascal,IssuesEvent,1,1,2015,1
Assembly,ForkEvent,2,3,2015,1
Logtalk,WatchEvent,1,6,2014,4
Gnuplot,IssuesEvent,2,6,2014,2
DOT,WatchEvent,31,137,2014,2
Stata,IssuesEvent,8,62,2014,2
Ragel in Ruby Host,ForkEvent,3,7,2014,3
BlitzMax,IssuesEvent,3,16,2014,3
SystemVerilog,IssuesEvent,4,4,2014,3
Mirah,IssuesEvent,2,11,2014,3
ATS,IssuesEvent,1,6,2014,3
Boo,PushEvent,16,130,2014,2
Arc,WatchEvent,17,77,2014,2
KRL,WatchEvent,1,3,2014,3
Ox,ForkEvent,2,2,2014,4
PogoScript,IssuesEvent,1,1,2014,3
BlitzMax,ForkEvent,7,8,2014,4
Rust,CreateEvent,3,3,2014,3
REALbasic,WatchEvent,8,17,2014,2
Mirah,WatchEvent,6,30,2014,2
Turing,IssuesEvent,1,3,2014,3
HaXe,IssuesEvent,19,37,2014,2
PAWN,IssuesEvent,4,9,2014,2
GAP,PushEvent,1,2,2015,1
VimL,WatchEvent,3680,26314,2014,1
Haskell,PushEvent,6572,55099,2014,1
Ruby,IssuesEvent,10297,52358,2014,1
C#,ForkEvent,7521,21220,2014,1
XML,PushEvent,62,3432,2014,1
